LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,SalePrice,Categoria
11988,6,6,1244,1,1,3,6,2,336,150000,2
5000,6,7,1004,2,0,3,7,2,420,159000,2
40094,10,5,3138,3,1,3,11,1,884,184750,2
11787,7,5,1379,2,1,3,8,1,834,315750,3
7500,7,5,1257,2,0,3,6,1,453,176000,2
13300,5,7,928,1,0,2,4,0,252,132000,2
14948,9,5,1452,2,1,3,11,1,858,446261,3
9098,4,7,528,1,0,2,5,0,0,86000,1
32668,6,3,2035,3,0,4,9,2,484,200624,2
10200,6,5,1461,2,0,3,5,1,600,175000,2
6155,6,8,611,2,0,3,6,0,502,128000,2
7200,5,7,0,1,0,2,5,1,392,107500,1
5000,1,3,0,1,0,1,2,0,0,39300,1
9056,8,5,707,2,1,3,6,1,403,178000,2
7000,5,7,1117,1,0,3,5,0,0,107500,1
8924,7,5,880,2,1,3,8,0,527,188000,2
12735,4,5,864,1,0,3,5,0,576,111250,1
11553,5,5,1051,1,1,3,7,1,336,158000,2
11423,8,5,1581,2,0,3,6,1,670,272000,3
14601,9,5,1838,2,0,2,8,1,765,315000,3
11000,8,5,969,2,1,4,8,1,648,248000,3
10140,7,5,1650,2,0,3,7,1,583,213250,2
4058,7,5,723,1,0,1,4,0,367,133000,2
17104,7,5,654,2,1,3,7,1,426,179665,2
13837,7,5,1204,2,1,4,9,0,786,229000,2
8737,6,7,1065,1,1,3,6,1,440,210000,2
7244,5,7,768,1,0,2,5,0,624,129500,2
8235,5,7,825,1,0,2,4,0,720,125000,2
9375,7,5,912,2,1,4,8,1,615,263000,3
4043,6,6,1069,2,0,2,4,0,440,140000,2
6000,5,6,928,1,0,3,5,0,288,112500,1
11146,8,5,1709,2,0,3,7,1,908,255500,3
8777,4,5,0,2,0,2,5,0,520,108000,1
10625,7,5,998,2,1,3,8,1,871,284000,3
6380,5,6,993,1,0,2,5,1,280,113000,1
14850,5,5,1092,1,0,2,6,1,299,141000,2
11040,4,6,637,1,1,3,7,0,570,108000,1
21872,7,5,729,2,1,3,6,1,406,175000,2
3196,7,5,1374,2,0,2,7,1,420,234000,3
11341,5,6,1392,1,1,3,5,1,528,121500,2
10010,5,5,1389,1,0,2,6,1,418,170000,2
13907,5,6,996,1,0,3,6,1,0,108000,1
21780,6,7,1163,2,0,4,8,1,396,185000,2
13346,7,5,1095,2,1,4,9,1,590,268000,3
6858,6,4,806,1,1,4,6,0,216,128000,2
11198,9,5,1122,2,1,4,11,1,656,325000,3
10171,7,5,1517,2,0,3,7,0,532,214000,2
12327,8,8,1496,1,1,1,5,1,612,316600,3
7032,5,5,943,1,0,2,4,2,600,135960,2
13101,5,5,1728,2,0,6,10,0,576,142600,2
7332,6,6,864,1,0,2,4,0,288,120000,2
13159,7,5,846,2,1,3,6,0,650,224500,2
9967,7,5,384,2,1,3,8,1,400,170000,2
10500,5,7,372,1,0,3,5,0,288,139000,2
8480,5,5,832,1,0,2,6,0,336,118500,2
6292,7,7,861,2,0,3,6,1,216,145000,2
11777,5,6,1164,1,0,3,6,2,564,164500,2
3604,7,5,689,2,0,2,5,0,540,146000,2
12150,5,5,1050,2,0,4,7,0,352,131500,2
14585,6,6,1144,1,0,3,7,2,572,181900,2
12704,8,5,2042,2,1,3,8,1,1390,253293,3
11841,6,5,816,1,0,3,5,0,0,118500,2
13500,10,9,1237,3,1,3,9,1,880,325000,3
6120,4,7,884,1,0,3,6,0,240,133000,2
11443,8,5,1868,2,0,2,7,2,880,369900,3
10267,6,7,816,1,0,2,5,0,275,130000,2
8740,5,6,840,1,0,2,4,0,528,137000,2
25095,5,8,1437,1,0,1,5,2,452,143000,2
9100,5,6,742,1,0,2,4,0,308,79500,1
8320,7,5,770,2,1,3,6,0,520,185900,2
13478,10,5,1722,2,1,3,10,1,842,451950,3
6600,5,8,816,1,0,2,4,0,816,138000,2
4435,6,5,848,1,0,1,4,0,420,140000,2
7990,5,6,924,1,0,3,5,0,280,110000,1
11302,8,5,1814,2,0,3,7,1,758,319000,3
3600,6,7,684,1,0,3,7,0,216,114504,1
3922,7,5,1258,0,2,2,7,1,648,194201,2
12984,5,6,1430,2,0,3,7,1,621,217500,2
1950,6,6,716,2,1,3,6,1,452,151000,2
10927,8,5,1058,2,1,3,8,1,736,275000,3
9000,6,6,780,1,1,3,6,1,544,141000,2
10041,8,5,908,2,1,3,8,1,506,220000,2
3182,7,5,600,2,1,2,4,0,480,151000,2
12803,7,5,1494,2,0,3,6,1,530,221000,2
13600,7,6,768,2,1,3,7,3,486,205000,2
12464,5,5,1040,1,0,3,6,0,576,152000,2
7800,5,8,896,3,0,3,8,0,230,225000,2
12168,8,6,965,2,1,4,10,2,380,359100,3
7943,4,5,1029,1,0,3,5,0,261,118500,2
11050,9,5,1440,2,1,3,8,2,736,313000,3
10395,6,6,1032,2,0,3,6,1,564,148000,2
11885,8,5,1299,2,1,3,7,1,531,261500,3
8402,5,5,1120,1,0,3,6,0,0,147000,2
1491,4,6,630,1,0,1,3,0,0,75500,1
8800,6,7,936,1,0,3,6,0,480,137500,2
7861,6,5,783,2,1,3,7,1,393,183200,2
7227,6,6,832,1,0,2,4,0,528,105500,1
11694,9,5,1822,2,0,3,9,1,774,314813,3
12244,8,5,1482,2,1,4,10,2,749,305000,3
8248,3,3,864,1,0,2,5,0,0,67000,1
10800,6,7,1522,2,1,4,9,1,624,240000,3
7064,5,6,980,1,0,3,6,0,484,135000,2
2117,6,5,756,2,1,2,4,1,440,168500,2
10400,6,5,732,1,2,4,8,1,484,165150,2
10000,6,6,1116,1,1,3,5,0,440,160000,2
12342,5,5,978,1,0,3,6,1,286,139900,2
9600,6,6,1156,1,0,3,7,2,364,153000,2
11606,5,5,1040,1,2,5,9,2,504,135000,2
9020,6,5,1248,1,1,3,6,0,520,168500,2
9000,5,6,636,1,0,3,8,0,240,124000,2
4590,8,5,1554,2,0,2,6,1,627,209500,2
11900,7,5,1386,2,0,3,6,1,544,82500,1
9250,5,7,1056,1,0,3,6,0,260,139400,2
6979,6,5,1056,0,0,0,4,0,576,144000,2
10896,6,7,1440,2,0,8,14,0,0,200000,2
6120,2,3,264,1,0,1,4,1,0,60000,1
6000,5,4,811,2,0,3,7,0,256,93000,1
8777,5,7,796,1,0,2,4,0,0,85000,1
3982,8,5,1520,2,0,1,7,1,648,264561,3
12677,8,5,1518,1,1,1,6,1,588,274000,3
7050,7,5,1057,2,1,3,7,1,650,226000,2
13860,8,7,1952,2,1,4,9,3,538,345000,3
10793,5,5,780,2,1,4,7,0,462,152000,2
9187,9,5,1766,2,1,2,7,1,478,370878,3
10530,6,5,981,1,1,3,5,0,576,143250,2
7200,5,5,0,1,0,3,7,0,420,98300,1
10452,6,5,1094,1,0,3,5,2,495,155000,2
7700,6,5,756,1,1,4,7,1,442,155000,2
1936,4,6,630,1,0,1,3,0,0,84500,1
8125,7,6,813,2,1,3,7,0,562,205950,2
9084,4,5,755,1,0,4,7,1,296,108000,1
8750,7,5,880,2,1,2,7,1,512,191000,2
10320,6,7,756,1,0,3,7,0,216,135000,2
10437,8,6,2109,2,1,2,7,1,839,350000,3
1680,6,5,525,1,1,3,6,0,264,88000,1
10007,5,7,1053,1,1,3,5,0,312,145500,2
7200,7,6,776,1,1,3,6,1,270,149000,2
17503,6,5,912,1,0,3,6,1,330,97500,1
9937,5,7,1486,1,0,3,7,0,480,167000,2
12384,7,7,793,2,1,3,7,1,550,197900,2
46589,8,7,1629,2,1,4,8,1,711,402000,3
13560,6,3,1392,1,0,2,5,2,576,110000,1
10012,4,5,1138,2,0,3,6,0,588,137500,2
20896,8,5,2077,1,1,1,8,1,1134,423000,3
11194,8,5,1406,2,1,3,7,1,504,230500,2
18450,6,5,1021,2,1,3,7,1,596,129000,2
8125,6,5,1408,2,0,3,7,1,575,193500,2
14175,5,6,1188,1,1,3,6,1,576,168000,2
11600,4,5,700,1,0,2,5,1,252,137500,2
8633,6,5,738,2,1,3,7,0,540,173500,2
6629,6,6,672,2,0,3,6,0,300,103600,1
11250,6,6,1208,1,1,3,6,1,546,165000,2
14442,6,7,1477,2,0,3,7,2,416,257500,3
9200,6,6,1136,1,0,3,5,1,384,140000,2
2289,6,6,855,2,1,3,7,1,440,148500,2
9600,4,2,1095,2,0,4,8,0,779,87000,1
9022,5,8,768,1,0,2,5,0,240,109500,1
11844,8,5,2046,2,1,3,7,1,834,372500,3
9945,5,5,988,1,0,3,5,0,572,128500,2
8012,6,5,923,2,0,2,5,1,264,143000,2
4500,5,5,793,1,0,3,6,0,281,159434,2
2887,6,5,1291,1,0,2,6,1,431,173000,2
11248,9,5,1626,2,0,3,7,1,702,285000,3
16770,7,5,1195,2,1,4,7,0,486,221000,2
5062,7,5,1190,2,0,3,6,1,577,207500,2
10207,7,6,874,3,0,3,7,0,578,227875,2
5105,7,5,551,2,1,2,4,0,480,148800,2
8089,8,6,1419,2,0,2,7,1,567,392000,3
7577,6,5,1362,2,0,2,6,1,460,194700,2
4426,6,5,848,1,0,1,3,1,420,141000,2
21535,10,6,2444,3,1,4,10,2,832,755000,3
26178,7,5,1210,2,1,4,9,2,628,335000,3
5400,5,6,1073,1,0,2,4,0,326,108480,1
6120,5,6,927,1,1,3,5,0,576,141500,2
13811,6,6,1112,2,0,2,5,1,551,176000,2
6000,5,7,616,1,0,2,4,0,205,89000,1
6420,5,7,980,1,0,2,6,0,308,123500,2
8450,5,8,894,1,0,3,5,1,336,138500,2
4282,7,5,1391,2,0,2,5,0,530,196000,2
14331,8,5,1800,2,0,3,7,1,765,312500,3
9600,7,5,1164,1,1,3,6,0,528,140000,2
12438,8,5,1234,2,1,4,10,1,666,361919,3
7630,5,9,360,2,0,4,8,1,672,140000,2
8400,7,5,1473,2,0,3,7,0,606,213000,2
5600,4,5,0,2,0,3,7,0,0,55000,1
115149,7,5,1643,2,0,2,5,2,739,302000,3
6240,8,5,1324,2,0,2,6,1,550,254000,3
9018,7,5,728,2,1,3,8,1,400,179540,2
7162,5,7,876,1,0,3,6,0,408,109900,1
4130,3,6,270,1,0,2,5,0,0,52000,1
8712,4,7,859,1,0,2,7,0,384,102776,1
4671,8,5,1228,2,0,2,5,1,472,189000,2
9873,4,5,960,1,0,3,6,0,576,129000,2
13517,6,8,725,2,1,3,6,0,475,130500,2
10140,6,5,1064,2,0,3,7,1,478,165000,2
10800,7,8,718,1,1,3,8,0,704,159500,2
10000,5,6,1176,1,1,3,5,1,439,157000,2
10542,7,5,1311,2,1,3,9,1,983,341000,3
9920,5,6,971,1,1,3,5,1,300,128500,2
6563,8,5,1742,2,0,2,5,1,564,275000,3
4426,6,5,848,1,0,1,3,0,420,143000,2
8120,4,7,864,1,0,3,5,0,463,124500,2
8172,4,6,941,2,0,4,7,0,548,135000,2
13286,9,5,1698,2,0,3,8,1,768,320000,3
6960,4,6,864,1,0,3,5,0,660,120500,2
21695,6,9,880,2,0,3,5,1,540,222000,2
7314,7,5,1232,2,0,2,6,0,632,194500,2
11475,5,5,1584,2,0,4,9,0,888,110000,1
6240,4,5,780,1,0,2,5,0,539,103000,1
5389,8,5,1595,2,0,2,5,1,608,236500,3
9590,7,5,868,2,0,3,6,1,438,187500,2
11404,7,5,1153,2,1,3,8,1,541,222500,2
10000,5,6,864,1,0,3,6,1,264,131400,2
8978,5,5,948,1,0,3,6,0,300,108000,1
10800,7,7,880,1,1,2,6,2,320,163000,2
8544,3,4,0,2,0,2,6,0,400,93500,1
10463,8,5,893,2,1,3,8,1,800,239900,3
10800,5,5,1200,3,0,3,5,0,0,179000,2
9313,7,5,864,2,1,3,7,0,572,190000,2
9600,5,7,264,2,0,2,7,0,360,132000,2
6768,6,8,912,1,0,3,5,0,288,142000,2
8450,7,5,1349,2,0,3,6,0,539,179000,2
12886,5,6,520,2,0,3,6,1,480,175000,2
5395,8,5,1337,2,0,2,5,1,462,180000,2
8963,8,9,1142,3,1,4,11,2,831,299800,3
8795,7,5,952,2,1,4,8,1,554,236000,3
11700,7,7,1240,1,1,4,8,1,864,265979,3
10593,7,5,1720,2,0,3,7,1,527,260400,3
8405,4,3,0,2,0,4,9,0,240,98000,1
8800,4,7,576,1,0,3,7,0,0,96500,1
7750,7,5,660,2,1,3,6,0,400,162000,2
9236,6,5,1479,2,0,3,6,0,576,217000,2
10240,8,5,1030,2,1,3,8,1,878,275500,3
7930,6,8,1026,1,0,3,5,0,440,156000,2
3230,6,5,729,2,1,3,6,0,440,172500,2
10769,8,5,866,2,1,3,7,0,578,212000,2
11616,6,5,672,2,1,3,6,1,440,158900,2
2280,7,5,744,2,1,3,6,0,440,179400,2
12257,8,5,1318,2,1,4,9,1,752,290000,3
9100,6,6,864,1,0,2,5,0,300,127500,2
6911,5,5,1145,1,0,2,5,0,440,100000,1
8640,7,5,756,2,1,3,7,0,614,215200,2
9430,8,5,1252,2,1,3,8,1,856,337000,3
9549,8,5,1494,1,1,2,6,1,481,270000,3
14587,9,5,1498,2,0,2,6,1,592,264132,3
10421,7,5,980,2,1,3,7,1,496,196500,2
12508,6,7,983,2,0,4,7,0,423,160000,2
9100,7,5,1860,2,0,3,8,1,484,216837,2
53504,8,5,1650,3,1,4,12,1,841,538000,3
7252,5,5,858,1,0,2,5,0,576,134900,2
8877,4,5,836,1,0,2,6,0,396,102000,1
7819,6,5,1029,1,0,3,6,1,672,107000,1
10150,5,5,912,1,0,2,5,0,275,114500,1
14226,8,5,1935,2,0,3,9,1,895,395000,3
4500,6,5,1204,2,0,2,5,0,412,162000,2
11210,7,5,1614,2,0,3,7,0,865,221500,2
13350,5,5,864,1,0,3,5,1,440,142500,2
8400,5,5,0,2,0,4,10,2,630,144000,2
10530,6,5,975,1,0,2,4,0,504,135000,2
7875,7,5,1237,2,0,3,6,1,402,176000,2
7153,6,5,761,2,1,3,7,0,484,175900,2
16285,7,5,1413,2,0,3,6,0,605,187100,2
9101,5,6,1097,1,0,1,4,1,602,165500,2
6300,6,6,742,2,0,3,9,1,0,128000,2
9790,6,5,1372,2,0,3,7,1,457,161500,2
10800,5,6,686,2,0,4,7,0,416,139000,2
10142,7,5,956,2,1,4,8,0,618,233000,3
6000,4,7,901,1,0,2,4,0,281,107900,1
12205,6,8,832,2,1,5,9,0,444,187500,2
3182,7,5,1145,2,0,2,5,1,397,160200,2
11333,6,5,1029,1,0,3,5,2,539,146800,2
9920,7,5,1117,2,1,3,8,1,455,269790,3
9158,8,5,1496,2,0,3,7,0,474,225000,2
10832,7,5,712,2,1,3,7,1,409,194500,2
8400,6,6,650,2,1,3,7,1,476,171000,2
8197,6,5,660,1,1,3,7,1,528,143500,2
7677,5,5,773,1,0,2,4,0,240,110000,1
13518,9,5,1926,3,1,4,11,2,820,485000,3
7200,5,7,731,1,1,3,7,2,240,175000,2
12798,6,5,616,2,1,4,8,0,603,200000,2
4800,4,7,1196,1,0,2,5,0,440,109900,1
8199,7,5,728,2,1,3,7,1,410,189000,2
13891,9,5,1734,3,1,4,12,1,1020,582933,3
9000,5,5,936,1,0,2,5,0,286,118000,2
12274,7,5,1417,2,0,3,6,0,554,227680,2
9750,5,5,980,2,0,3,6,0,384,135500,2
21384,5,6,1324,1,1,3,6,1,528,223500,2
13400,5,5,1024,1,0,3,6,1,484,159950,2
8100,5,5,849,2,0,2,11,0,360,106000,1
10140,6,6,1040,1,1,3,5,1,484,181000,2
4438,6,5,848,1,0,1,4,1,420,144500,2
8712,5,5,540,1,0,2,4,0,504,55993,1
9750,6,6,1442,1,1,4,7,0,301,157900,2
8248,5,7,686,1,1,3,7,0,280,116000,1
12137,7,5,1649,2,0,3,6,0,598,224900,2
11425,5,6,1008,1,0,2,4,1,275,137000,2
13265,8,5,1568,2,0,3,7,2,857,271000,3
8816,6,7,1010,1,0,3,6,0,440,155000,2
6371,7,5,1358,2,0,2,6,1,484,224000,2
7226,7,5,798,2,1,3,6,0,595,183000,2
6000,4,4,936,1,0,2,4,0,576,93000,1
12394,7,5,847,2,1,3,7,1,433,225000,2
9900,6,7,778,2,0,3,7,1,240,139500,2
11216,8,5,1489,2,0,3,7,1,776,232600,3
14803,10,5,2078,2,0,2,7,1,1220,385000,3
6130,5,6,784,1,0,2,5,0,0,109500,1
8529,7,5,1454,2,0,3,6,1,527,189000,2
28698,5,5,1013,2,1,3,7,0,538,185000,2
2544,7,5,600,2,1,2,4,0,480,147400,2
11900,6,5,1392,1,1,3,6,2,458,166000,2
3180,7,5,600,2,1,2,4,0,480,151000,2
9548,7,6,941,2,1,3,7,1,613,237000,3
10004,6,6,1516,1,1,3,6,0,472,167000,2
7875,5,6,1144,1,0,3,6,0,456,139950,2
9600,4,7,1067,2,0,2,4,0,436,128000,2
8100,5,6,1559,1,0,2,5,0,812,153500,2
1680,6,5,483,1,1,2,5,0,264,100000,1
9525,5,6,1099,1,1,3,6,0,352,144000,2
11767,5,6,768,1,0,3,6,0,240,130500,2
12155,6,8,672,2,0,4,7,0,400,140000,2
10440,5,8,650,2,0,3,8,1,686,157500,2
9020,6,7,1127,1,1,3,6,0,490,174900,2
8000,5,4,1800,2,0,6,10,0,0,141000,2
12665,5,8,876,1,1,4,7,1,720,153900,2
16647,5,5,1390,2,0,3,6,2,611,171000,2
9317,7,5,740,2,1,3,7,1,425,213000,2
15523,5,6,864,1,0,3,5,1,338,133500,2
45600,6,8,907,3,0,5,10,1,360,240000,3
9600,6,7,528,2,1,3,7,1,512,187000,2
4435,6,5,848,1,0,1,3,0,420,131500,2
3196,8,5,1273,2,0,2,7,1,400,215000,2
7128,7,5,918,2,0,4,7,2,240,164000,2
12095,6,6,1127,1,1,3,7,1,645,158000,2
17920,5,4,1763,1,1,3,6,1,454,170000,2
6897,5,8,1040,1,1,3,6,0,260,127000,2
10970,6,6,940,1,0,3,5,0,576,147000,2
8125,6,5,702,2,1,3,6,1,343,174000,2
10400,7,5,1090,2,0,3,6,1,479,152000,2
11029,6,7,1054,2,1,4,9,1,619,250000,3
7642,7,8,912,1,1,3,7,1,216,189950,2
11625,5,4,1039,1,1,3,6,0,504,131500,2
9672,6,5,1040,2,0,3,6,0,480,152000,2
7931,5,5,1148,1,0,3,6,0,672,132500,2
8640,7,5,1372,2,0,3,6,0,529,250580,3
8750,5,6,1002,1,0,3,5,0,902,148500,2
10656,8,5,1638,2,0,3,6,1,870,248900,3
6970,4,5,1040,1,1,3,5,0,544,129000,2
14762,5,6,0,2,0,2,7,1,672,169000,2
9938,7,5,1050,2,1,3,8,1,574,236000,3
6600,5,5,894,1,0,2,5,0,308,109500,1
8750,6,5,804,2,1,3,7,0,523,200500,2
8892,5,7,105,1,0,3,5,0,414,116000,1
12144,5,7,832,1,0,3,6,1,288,133000,2
5720,5,6,676,1,1,3,5,0,200,66500,1
9000,8,5,1184,2,1,4,11,1,550,303477,3
25286,4,5,1064,1,0,3,5,0,648,132250,2
8834,9,5,1462,2,1,4,10,1,738,350000,3
11782,5,7,1109,1,0,3,6,0,576,148000,2
7000,5,8,864,1,0,3,6,0,336,136500,2
7024,5,5,1090,1,1,2,5,0,450,157000,2
13758,7,5,1156,2,1,3,7,1,400,187500,2
9636,6,5,808,2,1,3,7,1,389,178000,2
6204,4,5,795,1,0,5,10,0,440,118500,2
7150,5,5,892,1,0,3,5,0,288,100000,1
5119,9,5,1698,2,0,2,5,1,506,328900,3
8393,5,5,1626,2,0,4,8,0,588,145000,2
16466,5,7,816,1,1,3,8,0,300,135500,2
15865,8,6,2217,2,0,4,8,1,621,268000,3
12160,6,4,1505,1,0,2,6,1,505,149500,2
8064,5,7,672,1,0,3,6,1,576,122900,2
11184,6,5,918,2,1,3,7,1,440,172500,2
8414,6,8,1059,1,0,3,6,0,264,154500,2
13284,5,5,1383,1,0,3,6,1,354,165000,2
7018,5,5,0,2,0,4,8,0,400,118858,2
7056,6,5,780,1,1,4,8,1,483,140000,2
8765,4,6,951,1,0,2,6,0,327,106500,1
7018,5,5,0,2,0,6,12,0,528,142953,2
12919,9,5,2330,2,1,2,11,2,820,611657,3
6993,5,7,912,1,0,3,6,1,288,135000,2
7340,4,6,858,1,0,2,4,0,684,110000,1
8712,5,7,992,1,0,2,5,0,756,153000,2
7875,7,5,783,2,1,3,8,1,393,180000,2
14859,7,5,1670,2,0,3,7,1,690,240000,3
6173,5,6,876,1,0,3,6,0,288,125500,2
9920,5,5,1056,1,0,3,6,0,280,128000,2
13501,8,5,1623,2,0,3,8,1,865,255000,3
11500,7,7,1017,1,1,3,6,1,180,250000,3
8885,5,5,864,1,0,2,5,0,484,131000,2
12589,6,5,742,2,1,3,8,1,390,174000,2
11600,5,5,1105,2,0,5,12,0,480,154300,2
9286,5,7,1268,1,1,3,5,0,252,143500,2
6120,5,7,768,1,0,3,6,0,450,88000,1
6270,5,6,1001,2,0,4,8,0,871,145000,2
3000,6,5,612,2,1,2,4,0,528,173733,2
2001,4,5,546,1,1,3,6,0,286,75000,1
9000,2,3,480,0,0,1,4,0,308,35311,1
17140,4,6,1134,1,0,3,6,0,284,135000,2
13125,7,5,1104,2,1,4,8,1,833,238000,3
11029,6,8,1184,1,0,3,6,1,601,176500,2
8462,6,5,928,2,1,3,7,0,471,201000,2
8777,5,7,1272,2,2,4,9,0,0,145900,2
10237,6,5,1316,2,0,3,6,1,397,169990,2
8012,6,5,1604,2,0,2,5,1,533,193000,2
10240,6,6,1686,2,0,3,7,1,612,207500,2
15611,5,6,1126,2,0,3,6,0,540,175000,2
11999,8,5,1181,2,1,4,10,1,656,285000,3
9900,7,5,832,2,1,4,9,1,486,176000,2
11838,8,5,1753,2,0,3,7,1,522,236500,3
13006,7,5,964,2,1,4,8,1,642,222000,2
8925,8,5,1466,2,0,3,7,0,610,201000,2
9100,5,6,925,1,0,2,5,0,429,117500,2
11670,9,5,1905,2,0,3,8,1,788,320000,3
8487,7,5,1500,2,0,3,6,0,570,190000,2
27650,7,7,585,2,0,4,9,1,505,242000,3
5825,4,5,600,1,0,1,5,0,528,79900,1
10083,7,5,1176,2,0,2,5,0,555,184900,2
9675,7,5,1113,2,1,3,8,1,689,253000,3
8760,7,5,1391,2,1,3,7,0,868,239799,3
24090,7,7,1032,2,0,4,10,2,349,244400,3
12640,6,5,1728,2,0,4,8,0,574,150900,2
8755,7,5,992,2,1,3,8,1,390,214000,2
7711,4,3,1440,2,0,4,8,0,0,150000,2
25000,5,4,1632,2,0,4,8,0,576,143000,2
14375,6,6,819,1,0,3,7,1,525,137500,2
8820,5,6,1088,1,0,2,7,0,456,124900,2
8163,5,6,1144,1,0,3,6,1,796,143000,2
14536,8,5,1616,2,0,3,9,1,808,270000,3
14006,7,5,936,2,1,3,7,1,474,192500,2
9360,6,7,1161,1,1,3,5,1,676,197500,2
7200,5,8,864,1,0,3,5,0,720,129000,2
7800,5,5,828,1,0,3,6,0,300,119900,2
7200,5,8,768,1,0,2,5,0,396,133900,2
11075,5,4,784,2,1,4,7,1,530,172000,2
9400,6,5,945,2,0,4,4,0,0,127500,2
7136,6,6,979,2,0,4,8,0,492,145000,2
1300,6,6,561,1,1,2,5,1,462,124000,2
7420,5,5,1057,1,0,3,6,0,576,132000,2
8450,7,5,1337,2,0,3,6,0,531,185000,2
2572,7,5,696,2,1,3,6,0,484,155000,2
7207,5,7,858,1,0,2,4,0,0,116500,1
12227,6,7,1330,2,1,4,11,1,619,272000,3
2308,6,6,804,2,1,3,7,1,440,155000,2
11923,9,5,1800,2,0,2,7,0,702,239000,3
11316,7,5,817,2,1,4,8,1,510,214900,2
10237,6,5,783,2,1,3,8,1,393,178900,2
9600,5,7,728,1,1,2,7,2,256,160000,2
7390,5,7,1098,1,0,3,6,0,260,135000,2
5925,3,6,600,1,0,2,6,0,0,37900,1
10382,6,5,588,1,0,2,6,0,264,140000,2
10800,4,4,720,1,1,4,6,0,0,135000,2
2268,7,5,764,2,0,2,6,0,474,173000,2
7892,6,5,918,2,0,2,5,1,264,99500,1
11639,7,5,1428,2,0,3,6,0,480,182000,2
11414,7,8,728,1,0,3,8,0,532,167500,2
2651,7,5,673,2,1,3,6,0,490,165000,2
5900,4,7,440,1,0,2,4,0,0,85500,1
4274,7,5,1241,1,1,1,4,0,569,199900,2
9450,4,5,894,1,0,3,5,0,400,110000,1
8816,5,6,1121,1,0,3,5,0,480,139000,2
12122,7,9,944,1,0,3,6,0,588,178400,2
12203,8,5,1225,2,1,4,8,1,676,336000,3
3182,7,5,1266,2,0,2,6,1,388,159895,2
11250,8,5,1128,2,1,4,9,1,779,255900,3
10125,5,5,0,2,0,4,8,0,539,126000,2
10880,5,5,1164,1,0,3,5,0,240,125000,2
5310,6,8,485,1,0,2,5,0,255,117000,1
10159,9,5,1930,2,1,3,8,1,606,395192,3
12046,6,6,848,2,1,4,8,1,551,195000,2
8125,7,5,770,2,1,3,6,0,614,197000,2
9452,8,5,1396,2,1,3,7,1,870,348000,3
17671,8,9,916,1,1,4,8,1,424,168000,2
9760,6,8,822,2,1,3,7,1,440,187000,2
8846,6,5,750,2,1,3,6,0,564,173900,2
12456,10,5,1700,2,0,3,7,1,786,337500,3
4712,4,7,747,1,1,3,5,0,305,121600,2
10659,5,6,1050,1,0,3,6,0,368,136500,2
11717,6,6,1442,2,0,2,6,1,615,185000,2
9786,3,4,1007,1,0,3,6,1,210,91000,1
6762,7,5,1187,2,0,2,6,0,632,206000,2
10206,3,3,0,1,0,2,4,0,528,82000,1
5400,5,6,691,1,0,2,4,0,216,86000,1
11957,8,5,1574,2,0,3,7,1,824,232000,3
11500,5,6,1680,2,0,4,8,0,528,136905,2
3182,7,5,1346,2,0,1,7,1,457,181000,2
8385,5,8,985,2,0,3,6,0,328,149900,2
12155,6,3,1657,2,0,3,7,1,484,163500,2
2217,4,4,546,1,1,3,6,0,286,88000,1
12118,7,5,1710,2,0,3,7,1,550,240000,3
6000,5,5,1008,2,0,4,7,0,0,102000,1
21286,5,5,720,2,0,4,7,1,312,135000,2
9825,5,5,0,2,0,4,8,0,0,100000,1
10592,6,7,602,1,1,3,7,2,180,165000,2
7200,5,4,1022,1,0,2,4,0,280,85000,1
11664,6,5,1082,1,0,2,5,1,240,119200,2
8400,8,6,810,2,1,3,6,0,528,227000,2
11883,7,5,1504,2,0,3,6,1,478,203000,2
5814,8,5,1220,1,0,1,4,1,565,187500,2
10784,7,5,384,2,1,3,7,1,402,160000,2
3013,7,5,1362,2,0,2,6,1,440,213490,2
7024,4,5,1132,1,1,2,5,0,451,176000,2
7406,7,5,1199,2,0,2,6,0,632,194000,2
9439,5,5,912,1,0,2,6,0,160,87000,1
3182,7,5,1346,2,0,2,7,1,437,191000,2
15498,8,6,1565,2,0,2,10,1,665,287000,3
7700,5,5,882,1,0,3,5,0,461,112500,1
9300,5,5,1268,1,0,3,6,2,461,167500,2
9520,8,5,1638,2,0,3,7,1,800,293077,3
9492,5,5,768,1,0,3,6,1,240,105000,1
1680,6,7,672,1,1,3,7,0,264,118000,2
7082,5,8,686,2,0,5,10,0,0,160000,2
15863,7,3,824,2,1,5,12,2,672,197000,2
14541,8,7,1338,2,1,5,10,1,796,310000,3
8125,7,5,1654,2,0,3,6,0,900,230000,2
6305,5,7,920,1,0,2,5,1,240,119750,2
11500,4,3,0,1,0,3,5,0,290,84000,1
12898,9,5,1620,2,0,2,6,1,912,315500,3
9240,8,5,1055,2,1,3,7,1,905,287000,3
1533,4,6,546,1,1,3,6,1,0,97000,1
1477,4,4,630,1,0,1,3,0,286,80000,1
13125,5,4,1134,2,0,3,8,1,484,155000,2
9130,6,8,800,1,1,4,7,0,484,173000,2
5381,6,5,1306,2,0,1,5,1,624,196000,2
11839,7,5,1475,2,1,4,10,1,514,262280,3
9600,8,5,2524,2,1,4,9,1,542,278000,3
